,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
0,9.7014659414538,-0.7930558017552671,1.2964858598264228,-1.585706121212006,-0.40278180041527656,1.081735082607412,1.273261085191315,0
1,9.063136935324993,-1.5685264602559263,2.266578401396993,-1.0968679589195587,0.38119583632409404,0.27308786665893015,-0.29191405504745993,0
2,9.472147261364789,-0.5956078141456759,0.8852360662720355,-0.590841372696425,-0.24392421526769753,1.0127629372672249,-0.5864659834742375,0
3,-32.353015179929976,8.813449950556288,-3.862529148744004,-4.125323487311288,-0.12331725741399015,3.186535226779101,1.7904966185036155,1
4,9.17552168926253,-1.1877417793097687,1.6373710922138567,-0.6981097776566056,0.05670901478495442,-4.248793618448903,0.1260056661319279,0
5,-49.35988155938601,-42.09028368640238,-7.557636270959832,2.575519675033062,-23.686635911170526,1.5937895783287293,-0.8546441624724801,1
6,9.681222162874937,-0.7630579528836055,1.2704574711773045,-1.6288185817216823,-0.3254007291472289,0.9667805508414672,0.16237379356576362,0
7,8.192163680639412,-2.1471335709893546,3.631885961043469,-1.0917183119542309,1.1364320605809366,-0.8008392792168625,-1.607450554701368,0
8,9.611970758056477,-0.8005500702480635,1.2900412561294323,-1.823604676657483,-0.34222409221146854,0.9281591103394041,0.1725007579022506,0
9,9.650079777790266,-0.7059931623437045,1.109319752776089,-1.1805009505481174,-0.3505614436604814,1.0673282122979069,0.7146202856113055,0
10,9.38684881915159,-0.7955164584782699,1.1186528727619964,-0.6945044391424322,0.11156112169830663,0.4375470444404999,-1.446097824566587,0
11,9.552988103684802,-0.7869995357546244,1.4090799535659835,-1.3612525371305644,-0.25534275938113343,-0.3832923470879933,1.4126941353526177,0
12,9.90135657793989,-0.7627504508895144,1.0037631131984053,-1.9835492039933396,-0.15673437606126794,0.038866337728946154,-1.1539795146336833,0
13,9.52769548616566,-0.7069150098942368,1.095360925588558,-1.2847306533944365,-0.3225041732230976,0.8469358947414207,-0.2533543844187757,0
14,9.595855521078004,-0.9219040394911758,1.2787191034480274,-1.673984991085165,-0.0970585412720167,0.4408099224973651,-0.291084142796893,0
15,8.563392889592773,-1.5017239474377282,2.429231078330134,-0.8317964836866596,-0.02526751861168619,0.7205048164004214,-1.356702517078007,0
16,9.61693819008592,-0.7869472726196778,1.214101941897481,-1.8212515081391172,-0.24090729953984774,0.6334551957526664,0.13095376533704922,0
17,9.62014572554688,-0.8973611781560137,1.2150725771809536,-1.8639051257942474,-0.27270902119527907,0.1688758033547672,-0.4561993840215886,0
18,9.40865415623143,-0.9239517981435235,1.2078927824189176,-1.2603130230567672,-0.11073431013956272,0.13904376674267294,-1.074884571858703,0
19,9.469431133160144,-0.5992262080622537,0.886831442970688,-0.5834883193622777,-0.2504490866055214,1.0052392317269385,-0.5511064528137951,0
20,9.519046321584916,-0.7723959101182007,1.3214383585685314,-1.431665077652488,-0.2676234458224819,0.5237096257483638,0.4438091849235372,0
21,9.281358342022259,-0.5005872129176894,0.6820367984986161,0.8472811353642442,-0.29689578443402365,0.8962987349776872,1.123364387821931,0
22,9.61354339582942,-0.7636901124708491,1.2731933926023076,-0.9946286492392296,-0.38417471538886716,0.8339549686805615,1.7237535572143639,0
23,-39.266972667779505,-5.295992013771178,3.937512955519608,8.372084433105682,-1.0749893384960458,-1.8970297449724185,0.42208101539853504,1
24,8.453590119333738,-2.329736511338403,3.5475695678435097,-0.7206396705646245,1.2826613283726533,0.09136571883665169,-1.0697723159822115,0
25,9.548797164158348,-0.5476058153940665,0.8073623038238558,-0.774543968143004,0.005663754611113264,0.460647930499937,-1.5101866360882044,0
26,9.157682662949483,-1.4052276661141991,2.123421121262149,-0.8198776139194429,0.031123653361316297,0.17882386725644253,0.31467680220977484,0
27,9.461389188915842,-0.8489510832579779,1.0455991201853196,-1.5577079742417803,-0.21893243944513024,0.5653513838594031,-2.227403578027023,0
28,9.739732037514928,-0.7399175155652085,0.7875832940310934,-1.334635075158372,-0.3133599633834976,0.11359221961053691,-0.3630003817333895,0
29,9.514033970547393,-0.7154284524134127,1.0469848741630514,-1.4337885944080502,-0.3683668313084245,0.9601782947220693,-0.7344306738881142,0
30,9.359563451395044,-0.8747551631505645,1.2312144450090408,-1.337020477585131,-0.06953981411665766,0.5609326251097122,-0.15345082125800683,0
31,9.039247237575077,-1.4391636726650368,2.0123873017524367,-0.6853386084908788,0.1309369071359996,0.5155417624753957,-0.25181701169156745,0
32,9.604156206204577,-0.7195038870357071,0.8725831867346852,-1.1439151677031065,-0.15017661436384605,0.23181013824094743,0.11153224099152967,0
33,9.701419954899976,-0.8470800105567542,1.296895161509236,-1.590486375025821,-0.37959282124441796,0.7508638507622055,1.9358661736721876,0
34,9.715694090622746,-0.7087645608684678,1.2134482372387456,-1.683540153683791,-0.2904033714062902,0.9435994345505823,-0.14760557075063713,0
35,9.281770037402245,-0.903984025556594,1.8066399370671893,-0.4617349158492461,-0.25283798212378955,-2.4349642523057975,6.411322612291548,0
36,-0.9069821844752042,-9.956107667344826,17.73322405236495,8.660097761261296,5.833289891403553,0.6555836064496703,-0.5546846865059878,0
37,9.51689848334842,-0.8688870512128489,1.23853339704694,-1.5369114958167778,-0.1313185273487583,0.19040759642166577,-1.1164757562850607,0
38,9.368307949126622,-0.7785476120943358,1.0669943811847657,-0.7829924207074196,-0.011204438236212172,0.41932775411902046,-1.3631427823109763,0
39,9.501547058665846,-0.5511593196042658,0.8919508562367544,-0.8403511208303373,-0.4648726217488974,0.7699829745574587,-1.1624117425916514,0
40,9.549335353513127,-0.6163029364979602,0.09851184212247621,0.4532708569811177,-0.051353577556650605,-0.4630372362894998,0.5166515724730804,0
41,9.66925242238194,-0.7229793918021408,1.0687898555024031,-1.530175780521669,-0.3872709083565928,0.5589225688587913,-0.08708850056859936,0
42,9.353602347837182,-0.5375145928776791,0.7548366342304474,0.0017222080226139136,-0.756025706104268,0.6001251823854193,-0.04760333063763608,0
43,9.509231837474802,-0.809307142434232,1.2776575064465658,-1.4649206310010925,-0.010858019876007319,0.4952115464061938,-1.5534800288678854,0
44,9.546632248821995,-0.7021628590395937,1.0132356272125882,-0.7592020426970315,-0.43765617187200745,1.1039195008353135,0.8938598511838145,0
45,9.835681048702986,-0.8973483640238482,1.320021545580344,-2.6203233187629524,0.04083744757126574,-0.5481016351162619,-0.7278610163981164,0
46,-17.866540931710343,5.177175183126999,-0.9791224061257897,0.5879635240694667,0.6672654612494566,-1.5415372022135807,-0.04945031982436122,1
47,9.732008040366006,-0.7301156861327054,0.9119622453482874,-1.259784134661888,-0.17857556606467245,0.5190679063853866,-0.34201995379706535,0
48,-35.51411847817661,-2.684484447266434,16.105318691630533,2.230493924774949,6.789439952074343,0.9872556240944205,-0.572425039411971,1
